reference	ref_length	mean_coverage	std_coverage	pct_covered
kraken:taxid|258242	17472	0.03	0.67	0.23
kraken:taxid|2582857	25895	0.00	0.03	0.10
kraken:taxid|2583056	19277	0.00	0.04	0.15
kraken:taxid|258338	14049	0.01	0.23	0.21
kraken:taxid|2583772	15826	0.00	0.04	0.20
kraken:taxid|2584329	18220	0.00	0.08	0.15
kraken:taxid|2584333	17619	0.26	6.04	0.19
kraken:taxid|258452	18330	0.00	0.04	0.17
kraken:taxid|2585812	16919	0.00	0.05	0.28
kraken:taxid|2585813	16695	0.01	0.10	0.38
kraken:taxid|2585814	17013	0.01	0.21	0.18
kraken:taxid|2585815	16839	0.02	0.35	0.45
kraken:taxid|2585816	18290	0.00	0.04	0.20
kraken:taxid|2585818	16876	0.00	0.04	0.20
kraken:taxid|2585822	16968	0.00	0.09	0.18
kraken:taxid|2586298	15487	0.01	0.16	0.17
kraken:taxid|2586727	17442	0.00	0.08	0.15
kraken:taxid|2587412	100314	0.03	0.44	0.75
kraken:taxid|2587434	14217	0.01	0.13	0.18
kraken:taxid|2588674	17608	0.01	0.23	0.15
kraken:taxid|258930	17048	0.01	0.17	0.32
kraken:taxid|258989	60949	0.00	0.18	0.05
kraken:taxid|2590089	16273	0.00	0.08	0.17
kraken:taxid|2590091	15902	0.01	0.24	0.16
kraken:taxid|2590147	16107	0.00	0.08	0.17
kraken:taxid|2591536	42157	0.01	0.25	0.21
kraken:taxid|2592601	16262	0.01	0.21	0.48
kraken:taxid|2593410	14799	0.00	0.04	0.20
kraken:taxid|259368	60067	0.00	0.07	0.15
kraken:taxid|2597061	15389	0.00	0.06	0.33
kraken:taxid|2597064	15426	0.00	0.05	0.22
kraken:taxid|2597065	15357	0.44	9.36	0.60
kraken:taxid|2597322	14344	0.03	0.69	0.20
kraken:taxid|2597641	16500	0.01	0.12	0.17
kraken:taxid|2598134	16931	0.02	0.36	0.24
kraken:taxid|259913	16918	0.02	0.44	0.40
kraken:taxid|2599317	14627	0.01	0.09	0.36
kraken:taxid|2600091	16065	0.00	0.04	0.17
kraken:taxid|2600298	63593	0.00	0.05	0.28
kraken:taxid|260110	15582	0.00	0.04	0.19
kraken:taxid|260143	530242	0.00	0.06	0.03
kraken:taxid|260168	104741	0.06	1.09	0.45
kraken:taxid|2603932	15761	0.04	0.81	0.29
kraken:taxid|2605027	15618	0.00	0.04	0.18
kraken:taxid|2605028	15508	0.01	0.17	0.18
kraken:taxid|2605029	16011	0.00	0.04	0.17
kraken:taxid|2605905	15642	0.02	0.50	0.18
kraken:taxid|2606854	48994	0.22	2.90	3.36
kraken:taxid|2606893	41214	0.02	0.71	0.07
kraken:taxid|2607531	15737	0.00	0.08	0.18
kraken:taxid|2608302	16237	0.00	0.06	0.38
kraken:taxid|260902	16765	0.00	0.04	0.17
kraken:taxid|2609393	16700	0.00	0.04	0.18
kraken:taxid|2609713	15185	0.01	0.29	0.17
kraken:taxid|2609714	15701	0.01	0.10	0.36
kraken:taxid|2613851	15008	0.00	0.05	0.22
kraken:taxid|2613867	16331	0.04	0.92	0.20
kraken:taxid|261658	54563	0.03	0.92	0.16
kraken:taxid|261891	15358	0.00	0.09	0.19
kraken:taxid|261959	17213	0.01	0.27	0.17
kraken:taxid|261960	16906	0.19	3.02	0.60
kraken:taxid|261961	17074	0.00	0.04	0.18
kraken:taxid|262124	17264	0.04	0.71	0.68
kraken:taxid|262473	15346	0.00	0.04	0.19
kraken:taxid|262608	14446	0.00	0.05	0.21
kraken:taxid|262664	15258	0.02	0.28	0.38
kraken:taxid|262980	104345	0.02	1.06	0.07
kraken:taxid|263364	14862	0.02	0.38	0.18
kraken:taxid|263836	212153	0.00	0.06	0.03
kraken:taxid|264083	256807	0.00	0.18	0.09
kraken:taxid|264141	55769	0.12	2.76	0.48
kraken:taxid|264951	40965	3.64	19.44	16.59
kraken:taxid|264952	27480	0.15	2.05	2.07
kraken:taxid|2649997	52560	0.05	0.97	0.26
kraken:taxid|265032	17631	0.07	1.92	0.15
kraken:taxid|265046	17702	0.05	1.25	0.18
kraken:taxid|2651324	17156	0.01	0.13	0.19
kraken:taxid|2651638	114176	0.00	0.04	0.03
kraken:taxid|2651840	134288	0.20	13.50	0.16
kraken:taxid|2651841	148623	0.02	0.77	0.30
kraken:taxid|2651847	181140	0.04	2.24	0.20
kraken:taxid|2652438	15817	0.02	0.56	0.19
kraken:taxid|265456	16141	0.00	0.09	0.19
kraken:taxid|2655033	15769	0.01	0.12	0.17
kraken:taxid|265559	48652	0.00	0.05	0.06
kraken:taxid|265563	44756	0.00	0.02	0.06
kraken:taxid|265632	16930	0.11	1.38	1.06
kraken:taxid|2661749	15696	0.01	0.24	0.17
kraken:taxid|2662032	24875	3.12	86.85	0.24
kraken:taxid|2662717	15918	0.01	0.20	0.40
kraken:taxid|266351	16868	0.02	0.36	0.63
kraken:taxid|2663705	15284	0.00	0.04	0.17
kraken:taxid|2663966	17729	0.00	0.04	0.15
kraken:taxid|266767	779361	0.00	0.01	0.01
kraken:taxid|2672156	16142	0.01	0.10	0.27
kraken:taxid|2674980	73123	0.00	0.04	0.05
kraken:taxid|267567	38515	0.00	0.03	0.07
kraken:taxid|2676046	16713	0.02	0.32	0.39
kraken:taxid|2678684	15894	0.01	0.13	0.18
kraken:taxid|2678699	17786	0.38	9.97	0.19
kraken:taxid|2678946	16993	0.00	0.09	0.32
kraken:taxid|267980	16789	0.00	0.04	0.19
kraken:taxid|2680328	14634	0.00	0.04	0.18
kraken:taxid|2682779	15082	0.00	0.08	0.18
kraken:taxid|2683984	15362	0.02	0.33	0.23
kraken:taxid|2684213	15651	0.01	0.16	0.17
kraken:taxid|2684586	16482	0.01	0.20	0.16
kraken:taxid|2684587	16475	0.00	0.09	0.18
kraken:taxid|268467	17138	0.49	10.31	0.74
kraken:taxid|268470	17199	0.01	0.31	0.15
kraken:taxid|268474	17326	0.04	0.66	0.46
kraken:taxid|2684902	106827	0.00	0.11	0.15
kraken:taxid|268760	16943	0.00	0.04	0.17
kraken:taxid|2689304	16375	0.00	0.08	0.28
kraken:taxid|2689311	16543	0.00	0.08	0.16
kraken:taxid|2690220	32424	0.00	0.03	0.06
kraken:taxid|2690835	256174	0.26	18.56	0.17
kraken:taxid|2692228	16772	0.00	0.09	0.21
kraken:taxid|269412	16943	0.25	4.39	1.23
kraken:taxid|2696312	16320	0.01	0.11	0.36
kraken:taxid|2696576	114922	0.16	2.76	1.00
kraken:taxid|269719	564322	0.00	0.06	0.06
kraken:taxid|2697520	15679	0.00	0.04	0.13
kraken:taxid|269767	16216	0.01	0.16	0.17
kraken:taxid|2698477	21301	0.01	0.16	0.15
kraken:taxid|2699131	24927	0.00	0.11	0.14
kraken:taxid|2699547	15174	0.00	0.04	0.19
kraken:taxid|2704139	64525	0.00	0.16	0.15
kraken:taxid|2704509	15348	0.00	0.04	0.18
kraken:taxid|2704520	15716	0.01	0.20	0.24
kraken:taxid|270461	15140	0.01	0.13	0.31
kraken:taxid|270466	15129	0.00	0.05	0.25
kraken:taxid|270470	15304	0.00	0.04	0.17
kraken:taxid|2705017	15626	0.01	0.24	0.17
kraken:taxid|2705304	16398	1.49	25.01	0.78
kraken:taxid|270535	16061	0.00	0.04	0.16
kraken:taxid|270546	16392	0.00	0.04	0.19
kraken:taxid|270547	16590	0.00	0.09	0.19
kraken:taxid|2707115	16461	0.00	0.08	0.16
kraken:taxid|270899	16923	0.05	0.98	0.43
kraken:taxid|2709424	25726	0.01	0.16	0.51
kraken:taxid|2711	640906	0.02	1.02	0.54
kraken:taxid|2712849	15334	0.00	0.05	0.23
kraken:taxid|2713498	15721	0.01	0.14	0.22
kraken:taxid|2713617	16802	0.00	0.08	0.18
kraken:taxid|2713758	16445	0.00	0.06	0.35
kraken:taxid|2713774	16513	3.38	79.34	0.18
kraken:taxid|2714157	15349	0.02	0.51	0.29
kraken:taxid|2714596	15657	0.01	0.12	0.17
kraken:taxid|2714763	24643	0.00	0.09	0.29
kraken:taxid|2714766	117857	0.00	0.03	0.07
kraken:taxid|2715056	15931	0.01	0.13	0.25
kraken:taxid|2715842	17514	0.03	0.76	0.16
kraken:taxid|2716871	14827	9.15	207.46	0.28
kraken:taxid|2717061	16693	0.01	0.09	0.34
kraken:taxid|2717088	16678	0.00	0.06	0.37
kraken:taxid|2719083	15858	0.00	0.04	0.18
kraken:taxid|2719130	14936	0.00	0.04	0.19
kraken:taxid|2719141	15019	0.01	0.12	0.17
kraken:taxid|2720200	14415	0.00	0.04	0.18
kraken:taxid|272047	16860	0.00	0.04	0.15
kraken:taxid|2720869	15470	0.01	0.13	0.18
kraken:taxid|2721185	48417	0.02	0.87	0.11
kraken:taxid|2723987	19924	0.00	0.04	0.14
kraken:taxid|2724141	16103	0.04	0.43	0.73
kraken:taxid|2726146	65047	0.00	0.09	0.20
kraken:taxid|2726724	16497	0.68	15.94	0.46
kraken:taxid|272712	161224	0.01	0.43	0.05
kraken:taxid|27288	25753	0.01	0.21	0.12
kraken:taxid|27289	46425	0.01	0.18	0.33
kraken:taxid|27291	71355	0.07	1.28	0.64
kraken:taxid|27292	69019	0.00	0.02	0.04
kraken:taxid|2729512	248619	0.01	0.11	0.33
kraken:taxid|272952	38797	0.00	0.08	0.07
kraken:taxid|2729702	18645	0.01	0.15	0.17
kraken:taxid|2730933	46102	0.00	0.02	0.06
kraken:taxid|273131	46138	0.04	1.41	0.18
kraken:taxid|2731759	15947	0.00	0.04	0.18
kraken:taxid|27322	96922	0.00	0.14	0.06
kraken:taxid|27334	25496	0.35	2.91	6.90
kraken:taxid|2733477	1402206	0.00	0.06	0.02
kraken:taxid|27337	27184	0.06	0.77	0.95
kraken:taxid|273371	22528	0.01	0.11	0.58
kraken:taxid|273372	24152	0.01	0.19	0.39
kraken:taxid|27339	49772	0.00	0.04	0.13
kraken:taxid|27342	57732	0.00	0.07	0.16
kraken:taxid|273519	17423	0.01	0.31	0.15
kraken:taxid|273520	16222	0.01	0.20	0.16
kraken:taxid|2735432	16019	0.00	0.08	0.16
kraken:taxid|27357	30892	0.00	0.09	0.09
kraken:taxid|273775	104547	0.05	1.15	0.66
kraken:taxid|27389	15086	0.02	0.25	0.63
kraken:taxid|273949	16261	0.01	0.21	0.18
kraken:taxid|2739505	335372	0.00	0.06	0.03
kraken:taxid|2740426	16317	0.00	0.04	0.17
kraken:taxid|2742723	19646	0.00	0.08	0.17
kraken:taxid|2742724	19198	0.00	0.08	0.27
kraken:taxid|2744267	14962	0.02	0.35	0.35
kraken:taxid|27454	16134	0.00	0.04	0.19
kraken:taxid|274741	16498	0.00	0.12	0.16
kraken:taxid|27486	17817	0.00	0.09	0.20
kraken:taxid|2749093	16516	0.05	0.94	0.31
kraken:taxid|2749944	10555	1.12	22.60	0.25
kraken:taxid|2750407	15270	0.01	0.10	0.27
kraken:taxid|2751867	121350	0.08	1.49	1.10
kraken:taxid|2753391	997628	0.00	0.03	0.02
kraken:taxid|2753657	15348	0.00	0.06	0.35
kraken:taxid|2756213	15430	0.02	0.35	0.21
kraken:taxid|2756214	15407	0.02	0.39	0.38
kraken:taxid|2756270	15880	0.00	0.04	0.16
kraken:taxid|2758353	15239	0.00	0.04	0.17
kraken:taxid|2759233	16037	0.01	0.28	0.22
kraken:taxid|27615	16406	0.00	0.04	0.17
kraken:taxid|27616	16343	0.02	0.38	0.23
kraken:taxid|2762	51557	0.02	0.33	0.42
kraken:taxid|27622	16615	0.02	0.17	0.76
kraken:taxid|2762383	728635	0.01	0.49	0.14
kraken:taxid|2763923	15495	0.02	0.47	0.18
kraken:taxid|2765380	25908	0.01	0.26	0.14
kraken:taxid|2767329	15269	0.01	0.07	0.54
kraken:taxid|27674	16438	0.00	0.04	0.19
kraken:taxid|27675	16543	0.00	0.10	0.25
kraken:taxid|276763	16820	0.00	0.08	0.18
kraken:taxid|2769	25836	0.01	0.29	0.14
kraken:taxid|2769892	16057	0.00	0.12	0.16
kraken:taxid|27708	17082	0.00	0.04	0.19
kraken:taxid|27712	16540	0.00	0.09	0.18
kraken:taxid|2772037	37512	0.01	0.24	0.71
kraken:taxid|2772058	16647	0.03	0.48	0.35
kraken:taxid|2774091	15427	0.00	0.04	0.18
kraken:taxid|2774353	16234	0.00	0.04	0.18
kraken:taxid|2776654	16248	0.00	0.04	0.18
kraken:taxid|27787	16478	0.00	0.04	0.19
kraken:taxid|27788	16718	0.00	0.05	0.22
kraken:taxid|2778952	15555	0.00	0.04	0.17
kraken:taxid|2778953	15669	0.00	0.04	0.17
kraken:taxid|2779314	17141	0.02	0.44	0.16
kraken:taxid|2779804	104252	1.14	45.36	0.27
kraken:taxid|27807	15815	1.13	25.28	0.36
kraken:taxid|2781187	16035	0.02	0.39	0.27
kraken:taxid|2781637	15985	0.00	0.04	0.20
kraken:taxid|2783451	25409	0.00	0.03	0.12
kraken:taxid|2783555	17660	0.00	0.08	0.18
kraken:taxid|2783694	16414	0.02	0.56	0.16
kraken:taxid|2783702	17562	0.01	0.28	0.34
kraken:taxid|2784307	18425	0.00	0.11	0.16
kraken:taxid|2784598	38802	0.00	0.04	0.15
kraken:taxid|2785	42268	0.02	0.44	0.13
kraken:taxid|278535	2052004	0.00	0.18	0.03
kraken:taxid|2786	29123	0.03	0.49	0.44
kraken:taxid|2787	36753	0.07	2.52	0.16
kraken:taxid|278783	16532	0.09	1.48	0.34
kraken:taxid|2788	41688	0.00	0.07	0.25
kraken:taxid|2789523	16083	0.03	0.75	0.17
kraken:taxid|2789661	14916	0.00	0.04	0.17
kraken:taxid|27923	10326	0.01	0.11	0.28
kraken:taxid|2792477	15653	0.01	0.25	0.17
kraken:taxid|2792478	15943	0.00	0.04	0.19
kraken:taxid|2792509	15154	0.05	1.28	0.17
kraken:taxid|2792576	69581	0.00	0.12	0.16
kraken:taxid|2793073	54912	0.00	0.02	0.05
kraken:taxid|2793258	14956	0.01	0.21	0.17
kraken:taxid|2793981	17045	0.02	0.40	0.34
kraken:taxid|2794224	41682	0.01	0.51	0.06
kraken:taxid|279753	104624	0.00	0.15	0.04
kraken:taxid|279761	104608	0.63	15.44	0.92
kraken:taxid|2797651	15829	0.02	0.33	0.57
kraken:taxid|2798524	15798	0.02	0.53	0.22
kraken:taxid|2798527	14696	0.10	2.05	0.27
kraken:taxid|2799215	14918	0.01	0.13	0.17
kraken:taxid|279927	16822	0.00	0.09	0.32
kraken:taxid|279931	16725	0.02	0.39	0.41
kraken:taxid|279966	16826	0.01	0.16	0.39
kraken:taxid|2800228	15716	0.00	0.04	0.17
kraken:taxid|2800230	15737	0.00	0.06	0.22
kraken:taxid|2800240	15222	0.00	0.04	0.17
kraken:taxid|2800850	14917	0.00	0.04	0.20
kraken:taxid|2801	45191	0.01	0.36	0.18
kraken:taxid|2803191	16358	0.35	8.54	0.21
kraken:taxid|2803201	15409	0.14	3.37	0.17
kraken:taxid|2803750	14961	0.01	0.23	0.25
kraken:taxid|2803872	15940	0.02	0.37	0.17
kraken:taxid|280637	168526	0.00	0.03	0.04
kraken:taxid|2806439	16883	0.01	0.17	0.18
kraken:taxid|280754	25615	0.01	0.08	0.61
kraken:taxid|2807723	16198	0.00	0.08	0.16
kraken:taxid|280839	148199	0.00	0.11	0.05
kraken:taxid|2808977	15369	0.00	0.05	0.21
kraken:taxid|2810149	15730	0.00	0.12	0.17
kraken:taxid|281068	88409	0.00	0.03	0.07
kraken:taxid|281087	93602	0.00	0.03	0.07
kraken:taxid|2811511	15895	0.00	0.08	0.16
kraken:taxid|2812640	15266	0.00	0.09	0.20
kraken:taxid|2813430	15606	0.00	0.04	0.17
kraken:taxid|2813436	16442	0.00	0.04	0.16
kraken:taxid|281364	24565	0.01	0.16	0.87
kraken:taxid|2813651	160613	0.01	0.38	0.23
kraken:taxid|2816128	15312	0.00	0.08	0.18
kraken:taxid|2816129	15372	0.16	3.65	0.24
kraken:taxid|281719	47054	0.01	0.18	0.45
kraken:taxid|2818145	16155	0.02	0.31	0.26
kraken:taxid|2819025	38013	0.01	0.19	0.27
kraken:taxid|2819887	15716	0.00	0.04	0.18
kraken:taxid|2820093	16640	0.28	6.96	0.20
kraken:taxid|2820540	15443	0.01	0.13	0.19
kraken:taxid|2822	29735	0.00	0.03	0.11
kraken:taxid|282267	93343	0.00	0.03	0.12
kraken:taxid|282268	94278	0.00	0.03	0.08
kraken:taxid|282269	92936	0.00	0.02	0.03
kraken:taxid|282270	89534	0.00	0.03	0.09
kraken:taxid|282272	101777	0.00	0.02	0.03
kraken:taxid|282391	15280	0.01	0.26	0.18
kraken:taxid|2824824	15501	0.00	0.04	0.18
kraken:taxid|282772	239572	0.00	0.02	0.03
kraken:taxid|2829	38690	0.01	0.10	0.26
kraken:taxid|2829201	15736	0.02	0.54	0.39
kraken:taxid|2830340	14638	0.09	1.98	0.40
kraken:taxid|2831535	17319	0.77	18.51	0.20
kraken:taxid|2836419	18050	2.74	41.69	0.93
kraken:taxid|2836420	16005	0.03	0.39	0.56
kraken:taxid|2836840	15669	0.00	0.06	0.40
kraken:taxid|2837358	16077	0.10	1.66	1.17
kraken:taxid|283834	15372	0.01	0.19	0.40
kraken:taxid|283867	15287	0.01	0.07	0.53
kraken:taxid|2840247	75312	0.03	0.52	0.64
kraken:taxid|2848231	14791	0.01	0.14	0.39
kraken:taxid|2850	77356	0.00	0.06	0.08
kraken:taxid|28526	423596	0.00	0.02	0.01
kraken:taxid|2854037	13361	0.11	2.51	0.19
kraken:taxid|2854038	13730	0.00	0.05	0.23
kraken:taxid|2856	37784	0.00	0.08	0.23
kraken:taxid|2858	36252	0.00	0.06	0.10
kraken:taxid|28583	57473	0.00	0.09	0.05
kraken:taxid|28586	16955	0.00	0.04	0.12
kraken:taxid|2859449	15488	0.01	0.22	0.21
kraken:taxid|2859485	16358	12.17	225.86	0.33
kraken:taxid|286115	72775	0.02	0.38	0.35
kraken:taxid|286149	15183	0.00	0.05	0.20
kraken:taxid|286168	15658	0.00	0.12	0.17
kraken:taxid|2861760	17647	0.00	0.08	0.18
kraken:taxid|2861860	17359	0.31	6.32	0.24
kraken:taxid|286222	14603	0.00	0.04	0.18
kraken:taxid|2866131	16220	0.00	0.04	0.18
kraken:taxid|2866476	15316	0.13	3.07	0.19
kraken:taxid|2866487	15525	0.00	0.04	0.20
kraken:taxid|2866978	15340	0.01	0.27	0.20
kraken:taxid|2867039	15353	0.00	0.04	0.17
kraken:taxid|28685	16848	0.09	1.59	0.35
kraken:taxid|286882	1183731	0.00	0.04	0.07
kraken:taxid|2869168	15440	0.06	1.56	0.17
kraken:taxid|2870670	63479	0.02	0.32	1.22
kraken:taxid|2871843	25399	0.03	0.40	0.45
kraken:taxid|287196	16657	0.01	0.13	0.20
kraken:taxid|2872513	51453	0.01	0.24	0.21
kraken:taxid|2873973	16338	0.19	3.40	0.58
kraken:taxid|2873974	16302	0.07	1.49	0.28
kraken:taxid|2874286	14242	0.62	13.61	0.41
kraken:taxid|2874582	15565	0.14	3.06	0.22
kraken:taxid|2875974	16175	0.00	0.04	0.19
kraken:taxid|2876	31617	0.01	0.15	0.34
kraken:taxid|28792	16729	0.00	0.08	0.17
kraken:taxid|2880903	15683	0.01	0.16	0.17
kraken:taxid|2881531	15621	0.01	0.17	0.17
kraken:taxid|28849	24963	0.09	2.58	0.14
kraken:taxid|288516	13378	0.09	1.69	0.97
kraken:taxid|288557	17186	0.01	0.35	0.16
kraken:taxid|2885775	14755	0.01	0.17	0.19
kraken:taxid|2886022	15886	0.00	0.08	0.18
kraken:taxid|2886252	15620	0.01	0.18	0.13
kraken:taxid|2886253	15625	0.00	0.09	0.19
kraken:taxid|2886254	15437	0.00	0.08	0.17
kraken:taxid|2886256	15660	0.02	0.39	0.22
kraken:taxid|2886257	15432	0.14	3.12	0.23
kraken:taxid|2886263	15816	0.10	1.68	0.37
kraken:taxid|288723	62846	0.02	0.64	0.31
kraken:taxid|288795	107808	0.02	0.57	0.22
kraken:taxid|2891616	15789	0.00	0.09	0.18
kraken:taxid|2892461	583450	0.91	2.74	18.51
kraken:taxid|2892520	15469	0.00	0.09	0.19
kraken:taxid|2892960	14812	0.07	1.46	0.25
kraken:taxid|2893	38053	0.00	0.05	0.07
kraken:taxid|28930	504715	0.00	0.06	0.08
kraken:taxid|2893140	14782	0.00	0.09	0.22
kraken:taxid|2893141	14842	0.31	6.67	0.46
kraken:taxid|2893142	14614	20.42	457.19	0.40
kraken:taxid|2893144	15053	5.42	116.86	0.24
kraken:taxid|2893149	15699	0.02	0.49	0.17
kraken:taxid|2893150	14793	21.50	454.25	0.30
kraken:taxid|2893151	15391	1.44	31.05	0.31
kraken:taxid|2893152	14752	0.01	0.27	0.36
kraken:taxid|2893156	16507	0.01	0.12	0.21
kraken:taxid|289455	14491	0.07	1.55	0.21
kraken:taxid|2895755	15705	0.01	0.20	0.17
kraken:taxid|28964	737091	0.00	0.09	0.07
kraken:taxid|2897803	16195	0.01	0.20	0.30
kraken:taxid|2898271	16266	0.03	0.62	0.22
kraken:taxid|28985	40291	0.15	1.99	3.44
kraken:taxid|28995	70671	0.10	3.82	0.12
kraken:taxid|290220	420362	0.00	0.12	0.15
kraken:taxid|2902610	675483	0.00	0.20	0.02
kraken:taxid|2902762	14402	0.01	0.23	0.39
kraken:taxid|2903269	16513	0.03	0.75	0.18
kraken:taxid|2904886	16503	0.10	2.11	0.55
kraken:taxid|2904888	15010	0.01	0.13	0.19
kraken:taxid|2904893	15338	0.00	0.05	0.22
kraken:taxid|2904894	16593	0.02	0.37	0.59
kraken:taxid|2904897	15102	0.21	4.00	1.60
kraken:taxid|2904899	15262	0.01	0.25	0.17
kraken:taxid|2904900	15259	0.00	0.08	0.18
kraken:taxid|2904907	15808	0.11	2.80	0.19
kraken:taxid|290503	17805	0.01	0.27	0.15
kraken:taxid|2905217	16587	0.00	0.05	0.25
kraken:taxid|2905676	14263	0.01	0.15	0.55
kraken:taxid|2905682	16028	0.00	0.12	0.16
kraken:taxid|290576	36957	0.07	1.60	0.52
kraken:taxid|29058	15347	0.00	0.06	0.36
kraken:taxid|290649	16576	0.00	0.08	0.17
kraken:taxid|2906567	15826	0.00	0.09	0.19
kraken:taxid|2907788	15334	0.00	0.08	0.17
kraken:taxid|2908302	15631	0.00	0.08	0.18
kraken:taxid|2909401	15259	0.00	0.07	0.43
kraken:taxid|2910171	16019	0.02	0.43	0.29
kraken:taxid|2910228	17125	0.01	0.15	0.34
kraken:taxid|2910267	30721	0.09	0.62	2.35
kraken:taxid|2911681	14974	0.00	0.09	0.19
kraken:taxid|2911889	17555	0.00	0.12	0.15
kraken:taxid|2912034	104812	0.00	0.05	0.03
kraken:taxid|2912531	15419	0.03	0.82	0.17
kraken:taxid|2912563	17685	0.00	0.06	0.34
kraken:taxid|2913264	15559	0.02	0.37	0.34
kraken:taxid|2913602	15413	0.01	0.09	0.35
kraken:taxid|2913656	16218	0.01	0.21	0.18
kraken:taxid|2913657	15325	0.03	0.68	0.22
kraken:taxid|2913902	94877	0.01	0.26	0.42
kraken:taxid|2914186	16011	0.00	0.08	0.17
kraken:taxid|2914700	15617	0.05	1.11	0.20
kraken:taxid|2914704	15614	0.00	0.05	0.20
kraken:taxid|291482	16624	0.00	0.04	0.19
kraken:taxid|291501	1414795	0.00	0.04	0.01
kraken:taxid|29158	16744	0.01	0.28	0.16
kraken:taxid|2916994	15328	0.00	0.09	0.19
kraken:taxid|2919411	16571	0.04	0.90	0.67
kraken:taxid|2922175	12950	0.00	0.05	0.25
kraken:taxid|2922177	11133	0.01	0.16	0.30
kraken:taxid|2922209	18024	0.00	0.04	0.16
kraken:taxid|292273	15807	0.00	0.04	0.19
kraken:taxid|292403	15325	0.00	0.08	0.18
kraken:taxid|2926466	16162	0.00	0.04	0.19
kraken:taxid|2927193	15281	0.01	0.26	0.18
kraken:taxid|2928023	16246	0.00	0.04	0.18
kraken:taxid|2928756	16496	0.01	0.15	0.34
kraken:taxid|2928768	16613	0.00	0.04	0.17
kraken:taxid|2928774	14489	0.01	0.13	0.18
kraken:taxid|2929027	14924	125.97	2800.16	0.26
kraken:taxid|2929831	15438	0.00	0.04	0.20
kraken:taxid|2929906	16513	0.00	0.08	0.16
kraken:taxid|2929912	15689	0.03	0.60	0.22
kraken:taxid|2930055	15988	0.01	0.13	0.19
kraken:taxid|2930056	15671	0.02	0.43	0.19
kraken:taxid|2930057	15815	0.01	0.28	0.18
kraken:taxid|2930060	15784	0.10	2.26	0.22
kraken:taxid|2930062	15159	0.00	0.04	0.19
kraken:taxid|2930515	16304	3.59	72.31	1.00
kraken:taxid|2930961	16228	0.00	0.04	0.16
kraken:taxid|2932428	16451	0.00	0.04	0.18
kraken:taxid|2932622	15423	0.00	0.04	0.18
kraken:taxid|2932796	14939	0.00	0.04	0.18
kraken:taxid|2932797	15259	18.93	434.23	0.26
kraken:taxid|2933211	15851	0.00	0.04	0.16
kraken:taxid|2936620	16599	0.02	0.50	0.17
kraken:taxid|293709	16569	0.01	0.17	0.18
kraken:taxid|2939277	16076	0.01	0.12	0.22
kraken:taxid|2939475	15234	0.00	0.09	0.23
kraken:taxid|294128	15991	0.17	3.97	0.26
kraken:taxid|2942250	15023	0.00	0.04	0.18
kraken:taxid|2942403	16143	0.03	0.75	0.17
kraken:taxid|2946514	16651	0.01	0.28	0.16
kraken:taxid|2946520	16555	0.01	0.13	0.20
kraken:taxid|2946727	16108	0.00	0.04	0.16
kraken:taxid|2946729	15367	0.01	0.16	0.62
kraken:taxid|294695	15724	0.05	0.98	0.35
kraken:taxid|2950354	15999	0.00	0.12	0.16
kraken:taxid|2950357	15986	0.00	0.05	0.21
kraken:taxid|2950364	15558	0.02	0.34	0.23
kraken:taxid|2950985	128592	0.02	0.74	0.23
kraken:taxid|295213	15613	0.00	0.08	0.18
kraken:taxid|2952366	16266	0.03	0.77	0.20
kraken:taxid|2954232	77942	0.00	0.02	0.05
kraken:taxid|295481	38349	0.00	0.03	0.08
kraken:taxid|295660	14476	0.01	0.13	0.18
kraken:taxid|29583	109586	0.00	0.19	0.07
kraken:taxid|296134	16244	0.01	0.17	0.19
kraken:taxid|2962190	16528	0.66	16.68	0.16
kraken:taxid|2962406	15917	0.03	0.69	0.28
kraken:taxid|2962661	15480	0.00	0.09	0.21
kraken:taxid|2962664	16728	0.00	0.04	0.16
kraken:taxid|2962709	18218	0.16	3.81	0.40
kraken:taxid|2962738	16586	0.00	0.05	0.23
kraken:taxid|2963023	19733	0.01	0.08	0.62
kraken:taxid|2963723	16527	0.01	0.25	0.18
kraken:taxid|2965079	16673	0.00	0.04	0.13
kraken:taxid|2965261	14992	0.00	0.09	0.19
kraken:taxid|29655	191481	2.21	72.59	0.39
kraken:taxid|29656	228493	0.00	0.09	0.07
kraken:taxid|296587	47425	0.05	1.45	0.17
kraken:taxid|2966219	68909	0.10	1.96	1.44
kraken:taxid|296717	15416	0.01	0.12	0.17
kraken:taxid|29674	520691	0.00	0.08	0.12
kraken:taxid|296905	106818	0.00	0.08	0.21
kraken:taxid|2969364	14738	0.01	0.15	0.24
kraken:taxid|2969596	15040	0.00	0.08	0.18
kraken:taxid|2969665	15431	0.00	0.04	0.17
kraken:taxid|2969967	15801	0.00	0.04	0.18
kraken:taxid|2969970	15985	0.00	0.04	0.16
kraken:taxid|2971074	16118	0.00	0.09	0.20
kraken:taxid|29722	156427	0.01	0.12	0.21
kraken:taxid|29729	687482	0.00	0.02	0.01
kraken:taxid|29730	676078	0.00	0.06	0.01
kraken:taxid|2973067	16175	0.03	0.44	0.75
kraken:taxid|2974349	15374	0.01	0.22	0.19
kraken:taxid|29760	773279	0.02	0.27	0.70
kraken:taxid|2976329	16552	0.91	19.12	0.24
kraken:taxid|2976389	76643	0.01	0.26	0.11
