rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
VYXB01014969.1	1	278	0	0	0	0	0	0
VYXB01014970.1	1	278	0	0	0	0	0	0
VYXB01014971.1	1	278	0	0	0	0	0	0
VYXB01014972.1	1	278	0	0	0	0	0	0
VYXB01014975.1	1	278	0	0	0	0	0	0
VYXB01014977.1	1	278	0	0	0	0	0	0
VYXB01014978.1	1	278	0	0	0	0	0	0
VYXB01014979.1	1	278	0	0	0	0	0	0
VYXB01014983.1	1	278	0	0	0	0	0	0
VYXB01014985.1	1	278	0	0	0	0	0	0
VYXB01014990.1	1	278	0	0	0	0	0	0
VYXB01014993.1	1	278	0	0	0	0	0	0
VYXB01014994.1	1	278	0	0	0	0	0	0
VYXB01014995.1	1	278	0	0	0	0	0	0
VYXB01015000.1	1	279	0	0	0	0	0	0
VYXB01015001.1	1	279	0	0	0	0	0	0
VYXB01015005.1	1	279	0	0	0	0	0	0
VYXB01015006.1	1	279	0	0	0	0	0	0
VYXB01015007.1	1	279	0	0	0	0	0	0
VYXB01015011.1	1	279	0	0	0	0	0	0
VYXB01015012.1	1	279	0	0	0	0	0	0
VYXB01015013.1	1	279	0	0	0	0	0	0
VYXB01015014.1	1	279	0	0	0	0	0	0
VYXB01015015.1	1	279	0	0	0	0	0	0
VYXB01015016.1	1	279	0	0	0	0	0	0
VYXB01015019.1	1	279	0	0	0	0	0	0
VYXB01015020.1	1	279	0	0	0	0	0	0
VYXB01015023.1	1	280	0	0	0	0	0	0
VYXB01015024.1	1	280	0	0	0	0	0	0
VYXB01015029.1	1	280	0	0	0	0	0	0
VYXB01015031.1	1	280	0	0	0	0	0	0
VYXB01015036.1	1	280	0	0	0	0	0	0
VYXB01015044.1	1	280	0	0	0	0	0	0
VYXB01015045.1	1	280	0	0	0	0	0	0
VYXB01015046.1	1	280	0	0	0	0	0	0
VYXB01015047.1	1	280	0	0	0	0	0	0
VYXB01015048.1	1	280	0	0	0	0	0	0
VYXB01015052.1	1	281	0	0	0	0	0	0
VYXB01015054.1	1	280	0	0	0	0	0	0
VYXB01015056.1	1	281	0	0	0	0	0	0
VYXB01015058.1	1	281	0	0	0	0	0	0
VYXB01015059.1	1	281	0	0	0	0	0	0
VYXB01015060.1	1	281	0	0	0	0	0	0
VYXB01015061.1	1	281	0	0	0	0	0	0
VYXB01015065.1	1	281	0	0	0	0	0	0
VYXB01015069.1	1	281	0	0	0	0	0	0
VYXB01015071.1	1	281	0	0	0	0	0	0
VYXB01015072.1	1	281	0	0	0	0	0	0
VYXB01015074.1	1	281	0	0	0	0	0	0
VYXB01015076.1	1	282	0	0	0	0	0	0
VYXB01015079.1	1	282	0	0	0	0	0	0
VYXB01015084.1	1	282	0	0	0	0	0	0
VYXB01015086.1	1	282	0	0	0	0	0	0
VYXB01015090.1	1	282	0	0	0	0	0	0
VYXB01015093.1	1	282	0	0	0	0	0	0
VYXB01015095.1	1	282	0	0	0	0	0	0
VYXB01015096.1	1	282	0	0	0	0	0	0
VYXB01015097.1	1	282	0	0	0	0	0	0
VYXB01015102.1	1	282	0	0	0	0	0	0
VYXB01015103.1	1	282	0	0	0	0	0	0
VYXB01015106.1	1	283	0	0	0	0	0	0
VYXB01015110.1	1	283	0	0	0	0	0	0
VYXB01015111.1	1	283	0	0	0	0	0	0
VYXB01015114.1	1	283	0	0	0	0	0	0
VYXB01015115.1	1	282	0	0	0	0	0	0
VYXB01015118.1	1	283	0	0	0	0	0	0
VYXB01015121.1	1	283	0	0	0	0	0	0
VYXB01015122.1	1	283	0	0	0	0	0	0
VYXB01015128.1	1	283	0	0	0	0	0	0
VYXB01015129.1	1	283	0	0	0	0	0	0
VYXB01015131.1	1	283	0	0	0	0	0	0
VYXB01015132.1	1	284	0	0	0	0	0	0
VYXB01015133.1	1	283	0	0	0	0	0	0
VYXB01015134.1	1	283	0	0	0	0	0	0
VYXB01015135.1	1	284	0	0	0	0	0	0
VYXB01015142.1	1	284	0	0	0	0	0	0
VYXB01015143.1	1	284	0	0	0	0	0	0
VYXB01015147.1	1	284	0	0	0	0	0	0
VYXB01015148.1	1	284	0	0	0	0	0	0
VYXB01015149.1	1	284	0	0	0	0	0	0
VYXB01015150.1	1	284	0	0	0	0	0	0
VYXB01015152.1	1	284	0	0	0	0	0	0
VYXB01015154.1	1	284	0	0	0	0	0	0
VYXB01015155.1	1	284	0	0	0	0	0	0
VYXB01015156.1	1	284	0	0	0	0	0	0
VYXB01015158.1	1	284	0	0	0	0	0	0
VYXB01015161.1	1	284	0	0	0	0	0	0
VYXB01015162.1	1	285	0	0	0	0	0	0
VYXB01015166.1	1	285	0	0	0	0	0	0
VYXB01015167.1	1	285	0	0	0	0	0	0
VYXB01015168.1	1	284	0	0	0	0	0	0
VYXB01015170.1	1	285	0	0	0	0	0	0
VYXB01015171.1	1	285	0	0	0	0	0	0
VYXB01015176.1	1	285	0	0	0	0	0	0
VYXB01015180.1	1	285	0	0	0	0	0	0
VYXB01015181.1	1	285	0	0	0	0	0	0
VYXB01015184.1	1	285	0	0	0	0	0	0
VYXB01015187.1	1	286	0	0	0	0	0	0
VYXB01015192.1	1	285	0	0	0	0	0	0
VYXB01015193.1	1	286	0	0	0	0	0	0
VYXB01015194.1	1	286	0	0	0	0	0	0
VYXB01015195.1	1	286	0	0	0	0	0	0
VYXB01015197.1	1	286	0	0	0	0	0	0
VYXB01015198.1	1	286	0	0	0	0	0	0
VYXB01015199.1	1	286	0	0	0	0	0	0
VYXB01015200.1	1	286	0	0	0	0	0	0
VYXB01015201.1	1	286	0	0	0	0	0	0
VYXB01015203.1	1	286	0	0	0	0	0	0
VYXB01015204.1	1	286	0	0	0	0	0	0
VYXB01015208.1	1	286	0	0	0	0	0	0
VYXB01015209.1	1	286	0	0	0	0	0	0
VYXB01015211.1	1	287	0	0	0	0	0	0
VYXB01015213.1	1	287	0	0	0	0	0	0
VYXB01015215.1	1	287	0	0	0	0	0	0
VYXB01015221.1	1	287	0	0	0	0	0	0
VYXB01015222.1	1	287	0	0	0	0	0	0
VYXB01015226.1	1	287	0	0	0	0	0	0
VYXB01015228.1	1	287	0	0	0	0	0	0
VYXB01015231.1	1	287	0	0	0	0	0	0
VYXB01015233.1	1	287	0	0	0	0	0	0
VYXB01015234.1	1	287	0	0	0	0	0	0
VYXB01015239.1	1	287	0	0	0	0	0	0
VYXB01015240.1	1	288	0	0	0	0	0	0
VYXB01015245.1	1	288	0	0	0	0	0	0
VYXB01015247.1	1	288	0	0	0	0	0	0
VYXB01015249.1	1	288	0	0	0	0	0	0
VYXB01015250.1	1	288	0	0	0	0	0	0
VYXB01015253.1	1	288	0	0	0	0	0	0
VYXB01015256.1	1	288	0	0	0	0	0	0
VYXB01015262.1	1	288	0	0	0	0	0	0
VYXB01015264.1	1	289	0	0	0	0	0	0
VYXB01015270.1	1	288	0	0	0	0	0	0
VYXB01015271.1	1	289	0	0	0	0	0	0
VYXB01015276.1	1	289	0	0	0	0	0	0
VYXB01015280.1	1	289	0	0	0	0	0	0
VYXB01015283.1	1	289	0	0	0	0	0	0
VYXB01015284.1	1	289	0	0	0	0	0	0
VYXB01015286.1	1	289	0	0	0	0	0	0
VYXB01015287.1	1	289	0	0	0	0	0	0
VYXB01015291.1	1	290	0	0	0	0	0	0
VYXB01015294.1	1	289	0	0	0	0	0	0
VYXB01015295.1	1	290	0	0	0	0	0	0
VYXB01015298.1	1	290	0	0	0	0	0	0
VYXB01015299.1	1	290	0	0	0	0	0	0
VYXB01015301.1	1	290	0	0	0	0	0	0
VYXB01015303.1	1	290	0	0	0	0	0	0
VYXB01015306.1	1	290	0	0	0	0	0	0
VYXB01015307.1	1	290	0	0	0	0	0	0
VYXB01015308.1	1	290	0	0	0	0	0	0
VYXB01015317.1	1	290	0	0	0	0	0	0
VYXB01015320.1	1	290	0	0	0	0	0	0
VYXB01015323.1	1	291	0	0	0	0	0	0
VYXB01015324.1	1	291	0	0	0	0	0	0
VYXB01015327.1	1	290	0	0	0	0	0	0
VYXB01015328.1	1	291	0	0	0	0	0	0
VYXB01015329.1	1	291	0	0	0	0	0	0
VYXB01015330.1	1	291	0	0	0	0	0	0
VYXB01015331.1	1	291	0	0	0	0	0	0
VYXB01015332.1	1	291	0	0	0	0	0	0
VYXB01015335.1	1	291	0	0	0	0	0	0
VYXB01015337.1	1	291	0	0	0	0	0	0
VYXB01015338.1	1	291	0	0	0	0	0	0
VYXB01015342.1	1	291	0	0	0	0	0	0
VYXB01015346.1	1	291	0	0	0	0	0	0
VYXB01015347.1	1	291	0	0	0	0	0	0
VYXB01015349.1	1	291	0	0	0	0	0	0
VYXB01015350.1	1	292	0	0	0	0	0	0
VYXB01015353.1	1	292	0	0	0	0	0	0
VYXB01015357.1	1	292	0	0	0	0	0	0
VYXB01015358.1	1	292	0	0	0	0	0	0
VYXB01015360.1	1	292	0	0	0	0	0	0
VYXB01015361.1	1	292	0	0	0	0	0	0
VYXB01015364.1	1	292	0	0	0	0	0	0
VYXB01015367.1	1	292	0	0	0	0	0	0
VYXB01015368.1	1	292	0	0	0	0	0	0
VYXB01015370.1	1	292	0	0	0	0	0	0
VYXB01015371.1	1	292	0	0	0	0	0	0
VYXB01015372.1	1	292	0	0	0	0	0	0
VYXB01015375.1	1	292	0	0	0	0	0	0
VYXB01015378.1	1	293	0	0	0	0	0	0
VYXB01015380.1	1	293	0	0	0	0	0	0
VYXB01015382.1	1	293	0	0	0	0	0	0
VYXB01015383.1	1	293	0	0	0	0	0	0
VYXB01015384.1	1	293	0	0	0	0	0	0
VYXB01015386.1	1	293	0	0	0	0	0	0
VYXB01015387.1	1	293	0	0	0	0	0	0
VYXB01015392.1	1	293	0	0	0	0	0	0
VYXB01015397.1	1	294	0	0	0	0	0	0
VYXB01015398.1	1	293	0	0	0	0	0	0
VYXB01015399.1	1	294	0	0	0	0	0	0
VYXB01015404.1	1	294	0	0	0	0	0	0
VYXB01015405.1	1	294	0	0	0	0	0	0
VYXB01015407.1	1	294	0	0	0	0	0	0
VYXB01015408.1	1	294	0	0	0	0	0	0
VYXB01015414.1	1	294	0	0	0	0	0	0
VYXB01015418.1	1	294	0	0	0	0	0	0
VYXB01015422.1	1	294	0	0	0	0	0	0
VYXB01015423.1	1	294	0	0	0	0	0	0
VYXB01015425.1	1	294	0	0	0	0	0	0
VYXB01015426.1	1	294	0	0	0	0	0	0
VYXB01015427.1	1	295	0	0	0	0	0	0
VYXB01015429.1	1	295	0	0	0	0	0	0
VYXB01015430.1	1	295	0	0	0	0	0	0
VYXB01015431.1	1	295	0	0	0	0	0	0
VYXB01015433.1	1	295	0	0	0	0	0	0
VYXB01015435.1	1	295	0	0	0	0	0	0
VYXB01015436.1	1	295	0	0	0	0	0	0
VYXB01015438.1	1	294	0	0	0	0	0	0
VYXB01015448.1	1	295	0	0	0	0	0	0
VYXB01015449.1	1	296	0	0	0	0	0	0
VYXB01015450.1	1	296	0	0	0	0	0	0
VYXB01015451.1	1	296	0	0	0	0	0	0
VYXB01015455.1	1	296	0	0	0	0	0	0
VYXB01015457.1	1	296	0	0	0	0	0	0
VYXB01015461.1	1	296	0	0	0	0	0	0
VYXB01015464.1	1	296	0	0	0	0	0	0
VYXB01015466.1	1	296	0	0	0	0	0	0
VYXB01015470.1	1	296	0	0	0	0	0	0
VYXB01015473.1	1	296	0	0	0	0	0	0
VYXB01015477.1	1	297	0	0	0	0	0	0
VYXB01015478.1	1	297	0	0	0	0	0	0
VYXB01015480.1	1	297	0	0	0	0	0	0
VYXB01015481.1	1	297	0	0	0	0	0	0
VYXB01015484.1	1	297	0	0	0	0	0	0
VYXB01015485.1	1	297	0	0	0	0	0	0
VYXB01015488.1	1	297	0	0	0	0	0	0
VYXB01015489.1	1	297	0	0	0	0	0	0
VYXB01015490.1	1	297	0	0	0	0	0	0
VYXB01015493.1	1	297	0	0	0	0	0	0
VYXB01015494.1	1	297	0	0	0	0	0	0
VYXB01015495.1	1	297	0	0	0	0	0	0
VYXB01015498.1	1	297	0	0	0	0	0	0
VYXB01015501.1	1	298	0	0	0	0	0	0
VYXB01015503.1	1	298	0	0	0	0	0	0
VYXB01015506.1	1	298	0	0	0	0	0	0
VYXB01015508.1	1	298	0	0	0	0	0	0
VYXB01015509.1	1	298	0	0	0	0	0	0
VYXB01015510.1	1	298	0	0	0	0	0	0
VYXB01015511.1	1	298	0	0	0	0	0	0
VYXB01015512.1	1	298	0	0	0	0	0	0
VYXB01015513.1	1	298	0	0	0	0	0	0
VYXB01015514.1	1	298	0	0	0	0	0	0
VYXB01015516.1	1	298	0	0	0	0	0	0
VYXB01015518.1	1	298	0	0	0	0	0	0
VYXB01015519.1	1	298	0	0	0	0	0	0
VYXB01015523.1	1	299	0	0	0	0	0	0
VYXB01015524.1	1	298	0	0	0	0	0	0
VYXB01015525.1	1	299	0	0	0	0	0	0
VYXB01015526.1	1	299	0	0	0	0	0	0
VYXB01015530.1	1	299	0	0	0	0	0	0
VYXB01015532.1	1	299	0	0	0	0	0	0
VYXB01015533.1	1	299	0	0	0	0	0	0
VYXB01015535.1	1	299	0	0	0	0	0	0
VYXB01015539.1	1	299	0	0	0	0	0	0
VYXB01015545.1	1	299	0	0	0	0	0	0
VYXB01015546.1	1	300	0	0	0	0	0	0
VYXB01015548.1	1	300	0	0	0	0	0	0
VYXB01015550.1	1	300	0	0	0	0	0	0
VYXB01015551.1	1	300	0	0	0	0	0	0
VYXB01015552.1	1	300	0	0	0	0	0	0
VYXB01015553.1	1	300	0	0	0	0	0	0
VYXB01015555.1	1	300	0	0	0	0	0	0
VYXB01015556.1	1	300	0	0	0	0	0	0
VYXB01015557.1	1	300	0	0	0	0	0	0
VYXB01015558.1	1	300	0	0	0	0	0	0
VYXB01015562.1	1	300	0	0	0	0	0	0
VYXB01015566.1	1	301	0	0	0	0	0	0
VYXB01015568.1	1	300	0	0	0	0	0	0
VYXB01015569.1	1	301	0	0	0	0	0	0
VYXB01015572.1	1	301	0	0	0	0	0	0
VYXB01015573.1	1	301	0	0	0	0	0	0
VYXB01015576.1	1	300	0	0	0	0	0	0
VYXB01015577.1	1	301	0	0	0	0	0	0
VYXB01015578.1	1	301	0	0	0	0	0	0
VYXB01015579.1	1	301	0	0	0	0	0	0
VYXB01015581.1	1	301	0	0	0	0	0	0
VYXB01015583.1	1	301	0	0	0	0	0	0
VYXB01015586.1	1	301	0	0	0	0	0	0
VYXB01015588.1	1	301	0	0	0	0	0	0
VYXB01015591.1	1	301	0	0	0	0	0	0
VYXB01015592.1	1	301	0	0	0	0	0	0
VYXB01015594.1	1	301	0	0	0	0	0	0
VYXB01015597.1	1	301	0	0	0	0	0	0
VYXB01015598.1	1	301	0	0	0	0	0	0
VYXB01015599.1	1	301	0	0	0	0	0	0
VYXB01015600.1	1	301	0	0	0	0	0	0
VYXB01015601.1	1	302	0	0	0	0	0	0
VYXB01015603.1	1	302	0	0	0	0	0	0
VYXB01015604.1	1	301	0	0	0	0	0	0
VYXB01015605.1	1	302	0	0	0	0	0	0
VYXB01015606.1	1	302	0	0	0	0	0	0
VYXB01015608.1	1	302	0	0	0	0	0	0
VYXB01015610.1	1	302	0	0	0	0	0	0
VYXB01015614.1	1	302	0	0	0	0	0	0
VYXB01015616.1	1	302	0	0	0	0	0	0
VYXB01015617.1	1	302	0	0	0	0	0	0
VYXB01015620.1	1	302	0	0	0	0	0	0
VYXB01015622.1	1	302	0	0	0	0	0	0
VYXB01015630.1	1	303	0	0	0	0	0	0
VYXB01015631.1	1	302	0	0	0	0	0	0
VYXB01015633.1	1	303	0	0	0	0	0	0
VYXB01015635.1	1	303	0	0	0	0	0	0
VYXB01015636.1	1	302	0	0	0	0	0	0
VYXB01015637.1	1	303	0	0	0	0	0	0
VYXB01015640.1	1	303	0	0	0	0	0	0
VYXB01015641.1	1	303	0	0	0	0	0	0
VYXB01015643.1	1	303	0	0	0	0	0	0
VYXB01015644.1	1	303	0	0	0	0	0	0
VYXB01015647.1	1	303	0	0	0	0	0	0
VYXB01015649.1	1	303	0	0	0	0	0	0
VYXB01015650.1	1	303	0	0	0	0	0	0
VYXB01015651.1	1	303	0	0	0	0	0	0
VYXB01015653.1	1	303	0	0	0	0	0	0
VYXB01015655.1	1	303	0	0	0	0	0	0
VYXB01015656.1	1	304	0	0	0	0	0	0
VYXB01015658.1	1	303	0	0	0	0	0	0
VYXB01015659.1	1	304	0	0	0	0	0	0
VYXB01015661.1	1	303	0	0	0	0	0	0
VYXB01015665.1	1	304	0	0	0	0	0	0
VYXB01015669.1	1	304	0	0	0	0	0	0
VYXB01015670.1	1	304	0	0	0	0	0	0
VYXB01015672.1	1	304	0	0	0	0	0	0
VYXB01015676.1	1	304	0	0	0	0	0	0
VYXB01015681.1	1	304	0	0	0	0	0	0
VYXB01015685.1	1	304	0	0	0	0	0	0
VYXB01015687.1	1	304	0	0	0	0	0	0
VYXB01015691.1	1	304	0	0	0	0	0	0
VYXB01015693.1	1	305	0	0	0	0	0	0
VYXB01015694.1	1	305	0	0	0	0	0	0
VYXB01015695.1	1	304	0	0	0	0	0	0
VYXB01015696.1	1	305	0	0	0	0	0	0
VYXB01015697.1	1	305	0	0	0	0	0	0
VYXB01015698.1	1	305	0	0	0	0	0	0
VYXB01015699.1	1	305	0	0	0	0	0	0
VYXB01015700.1	1	305	0	0	0	0	0	0
VYXB01015702.1	1	305	0	0	0	0	0	0
VYXB01015703.1	1	305	0	0	0	0	0	0
VYXB01015704.1	1	305	0	0	0	0	0	0
VYXB01015705.1	1	305	0	0	0	0	0	0
VYXB01015706.1	1	305	0	0	0	0	0	0
VYXB01015708.1	1	305	0	0	0	0	0	0
VYXB01015711.1	1	305	0	0	0	0	0	0
VYXB01015716.1	1	305	0	0	0	0	0	0
VYXB01015721.1	1	305	0	0	0	0	0	0
VYXB01015722.1	1	306	0	0	0	0	0	0
VYXB01015723.1	1	306	0	0	0	0	0	0
VYXB01015724.1	1	306	0	0	0	0	0	0
VYXB01015726.1	1	306	0	0	0	0	0	0
VYXB01015727.1	1	306	0	0	0	0	0	0
VYXB01015734.1	1	306	0	0	0	0	0	0
VYXB01015743.1	1	306	0	0	0	0	0	0
VYXB01015745.1	1	307	0	0	0	0	0	0
VYXB01015747.1	1	307	0	0	0	0	0	0
VYXB01015748.1	1	307	0	0	0	0	0	0
VYXB01015750.1	1	307	0	0	0	0	0	0
VYXB01015751.1	1	307	0	0	0	0	0	0
VYXB01015752.1	1	307	0	0	0	0	0	0
VYXB01015753.1	1	307	0	0	0	0	0	0
VYXB01015754.1	1	307	0	0	0	0	0	0
VYXB01015755.1	1	307	0	0	0	0	0	0
VYXB01015757.1	1	307	0	0	0	0	0	0
VYXB01015758.1	1	307	0	0	0	0	0	0
VYXB01015759.1	1	307	0	0	0	0	0	0
VYXB01015762.1	1	307	0	0	0	0	0	0
VYXB01015765.1	1	307	0	0	0	0	0	0
VYXB01015766.1	1	307	0	0	0	0	0	0
VYXB01015768.1	1	307	0	0	0	0	0	0
VYXB01015777.1	1	307	0	0	0	0	0	0
VYXB01015778.1	1	308	0	0	0	0	0	0
VYXB01015779.1	1	308	0	0	0	0	0	0
VYXB01015780.1	1	308	0	0	0	0	0	0
VYXB01015781.1	1	308	0	0	0	0	0	0
VYXB01015786.1	1	308	0	0	0	0	0	0
VYXB01015787.1	1	308	0	0	0	0	0	0
VYXB01015789.1	1	308	0	0	0	0	0	0
VYXB01015791.1	1	308	0	0	0	0	0	0
VYXB01015794.1	1	309	0	0	0	0	0	0
VYXB01015796.1	1	309	0	0	0	0	0	0
VYXB01015798.1	1	309	0	0	0	0	0	0
VYXB01015802.1	1	309	0	0	0	0	0	0
VYXB01015803.1	1	309	0	0	0	0	0	0
VYXB01015805.1	1	309	0	0	0	0	0	0
VYXB01015806.1	1	309	0	0	0	0	0	0
VYXB01015810.1	1	309	0	0	0	0	0	0
VYXB01015813.1	1	309	0	0	0	0	0	0
VYXB01015814.1	1	309	0	0	0	0	0	0
VYXB01015816.1	1	309	0	0	0	0	0	0
VYXB01015823.1	1	310	0	0	0	0	0	0
VYXB01015824.1	1	310	0	0	0	0	0	0
VYXB01015825.1	1	310	0	0	0	0	0	0
VYXB01015826.1	1	310	0	0	0	0	0	0
VYXB01015827.1	1	310	0	0	0	0	0	0
VYXB01015829.1	1	310	0	0	0	0	0	0
VYXB01015833.1	1	310	0	0	0	0	0	0
VYXB01015835.1	1	310	0	0	0	0	0	0
VYXB01015837.1	1	310	0	0	0	0	0	0
VYXB01015840.1	1	310	0	0	0	0	0	0
VYXB01015842.1	1	310	0	0	0	0	0	0
VYXB01015843.1	1	310	0	0	0	0	0	0
VYXB01015846.1	1	311	0	0	0	0	0	0
VYXB01015848.1	1	310	0	0	0	0	0	0
VYXB01015850.1	1	311	0	0	0	0	0	0
VYXB01015854.1	1	311	0	0	0	0	0	0
VYXB01015857.1	1	311	0	0	0	0	0	0
VYXB01015859.1	1	311	0	0	0	0	0	0
VYXB01015861.1	1	311	0	0	0	0	0	0
VYXB01015867.1	1	311	0	0	0	0	0	0
VYXB01015868.1	1	311	0	0	0	0	0	0
VYXB01015869.1	1	311	0	0	0	0	0	0
VYXB01015870.1	1	312	0	0	0	0	0	0
VYXB01015873.1	1	312	0	0	0	0	0	0
VYXB01015874.1	1	312	0	0	0	0	0	0
VYXB01015875.1	1	312	0	0	0	0	0	0
VYXB01015878.1	1	311	0	0	0	0	0	0
VYXB01015881.1	1	312	0	0	0	0	0	0
VYXB01015884.1	1	312	0	0	0	0	0	0
VYXB01015887.1	1	312	0	0	0	0	0	0
VYXB01015890.1	1	312	0	0	0	0	0	0
VYXB01015891.1	1	313	0	0	0	0	0	0
VYXB01015894.1	1	313	0	0	0	0	0	0
VYXB01015898.1	1	313	0	0	0	0	0	0
VYXB01015900.1	1	313	0	0	0	0	0	0
VYXB01015907.1	1	313	0	0	0	0	0	0
VYXB01015908.1	1	313	0	0	0	0	0	0
VYXB01015909.1	1	313	0	0	0	0	0	0
VYXB01015910.1	1	313	0	0	0	0	0	0
VYXB01015912.1	1	313	0	0	0	0	0	0
VYXB01015917.1	1	313	0	0	0	0	0	0
VYXB01015918.1	1	313	0	0	0	0	0	0
VYXB01015919.1	1	313	0	0	0	0	0	0
VYXB01015921.1	1	313	0	0	0	0	0	0
VYXB01015922.1	1	314	0	0	0	0	0	0
VYXB01015924.1	1	313	0	0	0	0	0	0
VYXB01015925.1	1	313	0	0	0	0	0	0
VYXB01015927.1	1	314	0	0	0	0	0	0
VYXB01015931.1	1	314	0	0	0	0	0	0
VYXB01015932.1	1	314	0	0	0	0	0	0
VYXB01015933.1	1	314	0	0	0	0	0	0
VYXB01015935.1	1	314	0	0	0	0	0	0
VYXB01015939.1	1	314	0	0	0	0	0	0
VYXB01015940.1	1	314	0	0	0	0	0	0
VYXB01015941.1	1	314	0	0	0	0	0	0
VYXB01015942.1	1	314	0	0	0	0	0	0
VYXB01015944.1	1	314	0	0	0	0	0	0
VYXB01015946.1	1	314	0	0	0	0	0	0
VYXB01015948.1	1	315	0	0	0	0	0	0
VYXB01015949.1	1	314	0	0	0	0	0	0
VYXB01015951.1	1	315	0	0	0	0	0	0
VYXB01015952.1	1	315	0	0	0	0	0	0
VYXB01015954.1	1	315	0	0	0	0	0	0
VYXB01015955.1	1	315	0	0	0	0	0	0
VYXB01015956.1	1	315	0	0	0	0	0	0
VYXB01015958.1	1	315	0	0	0	0	0	0
VYXB01015959.1	1	315	0	0	0	0	0	0
VYXB01015960.1	1	315	0	0	0	0	0	0
VYXB01015962.1	1	315	0	0	0	0	0	0
VYXB01015963.1	1	315	0	0	0	0	0	0
VYXB01015967.1	1	315	0	0	0	0	0	0
VYXB01015968.1	1	315	0	0	0	0	0	0
VYXB01015969.1	1	315	0	0	0	0	0	0
VYXB01015971.1	1	315	0	0	0	0	0	0
VYXB01015972.1	1	315	0	0	0	0	0	0
VYXB01015975.1	1	315	0	0	0	0	0	0
VYXB01015976.1	1	316	0	0	0	0	0	0
VYXB01015977.1	1	316	0	0	0	0	0	0
VYXB01015978.1	1	316	0	0	0	0	0	0
VYXB01015981.1	1	316	0	0	0	0	0	0
VYXB01015983.1	1	316	0	0	0	0	0	0
VYXB01015984.1	1	316	0	0	0	0	0	0
VYXB01015985.1	1	316	0	0	0	0	0	0
VYXB01015990.1	1	316	0	0	0	0	0	0
VYXB01015992.1	1	316	0	0	0	0	0	0
VYXB01015997.1	1	316	0	0	0	0	0	0
VYXB01015998.1	1	316	0	0	0	0	0	0
VYXB01016001.1	1	316	0	0	0	0	0	0
VYXB01016004.1	1	316	0	0	0	0	0	0
VYXB01016010.1	1	317	0	0	0	0	0	0
VYXB01016012.1	1	317	0	0	0	0	0	0
VYXB01016014.1	1	317	0	0	0	0	0	0
VYXB01016015.1	1	317	0	0	0	0	0	0
VYXB01016016.1	1	317	0	0	0	0	0	0
VYXB01016017.1	1	317	0	0	0	0	0	0
VYXB01016024.1	1	317	0	0	0	0	0	0
VYXB01016025.1	1	317	0	0	0	0	0	0
VYXB01016029.1	1	317	0	0	0	0	0	0
VYXB01016030.1	1	317	0	0	0	0	0	0
VYXB01016032.1	1	317	0	0	0	0	0	0
VYXB01016033.1	1	317	0	0	0	0	0	0
VYXB01016035.1	1	317	0	0	0	0	0	0
VYXB01016037.1	1	317	0	0	0	0	0	0
VYXB01016038.1	1	318	0	0	0	0	0	0
VYXB01016040.1	1	317	0	0	0	0	0	0
VYXB01016042.1	1	318	0	0	0	0	0	0
VYXB01016043.1	1	318	0	0	0	0	0	0
VYXB01016045.1	1	318	0	0	0	0	0	0
VYXB01016051.1	1	318	0	0	0	0	0	0
VYXB01016055.1	1	318	0	0	0	0	0	0
VYXB01016056.1	1	318	0	0	0	0	0	0
VYXB01016057.1	1	318	0	0	0	0	0	0
VYXB01016058.1	1	318	0	0	0	0	0	0
VYXB01016060.1	1	319	0	0	0	0	0	0
VYXB01016061.1	1	319	0	0	0	0	0	0
VYXB01016063.1	1	319	0	0	0	0	0	0
VYXB01016067.1	1	319	0	0	0	0	0	0
VYXB01016068.1	1	319	0	0	0	0	0	0
VYXB01016069.1	1	319	0	0	0	0	0	0
VYXB01016074.1	1	319	0	0	0	0	0	0
VYXB01016078.1	1	319	0	0	0	0	0	0
VYXB01016081.1	1	319	0	0	0	0	0	0
VYXB01016083.1	1	319	0	0	0	0	0	0
VYXB01016084.1	1	319	0	0	0	0	0	0
VYXB01016085.1	1	319	0	0	0	0	0	0
VYXB01016088.1	1	319	0	0	0	0	0	0
VYXB01016089.1	1	319	0	0	0	0	0	0
VYXB01016094.1	1	320	0	0	0	0	0	0
VYXB01016097.1	1	320	0	0	0	0	0	0
VYXB01016098.1	1	320	0	0	0	0	0	0
VYXB01016101.1	1	320	0	0	0	0	0	0
VYXB01016105.1	1	320	0	0	0	0	0	0
VYXB01016106.1	1	320	0	0	0	0	0	0
VYXB01016107.1	1	320	0	0	0	0	0	0
VYXB01016108.1	1	320	0	0	0	0	0	0
VYXB01016109.1	1	320	0	0	0	0	0	0
VYXB01016111.1	1	320	0	0	0	0	0	0
VYXB01016112.1	1	320	0	0	0	0	0	0
VYXB01016113.1	1	320	0	0	0	0	0	0
VYXB01016121.1	1	320	0	0	0	0	0	0
VYXB01016124.1	1	320	0	0	0	0	0	0
VYXB01016125.1	1	320	0	0	0	0	0	0
VYXB01016128.1	1	320	0	0	0	0	0	0
VYXB01016130.1	1	320	0	0	0	0	0	0
VYXB01016131.1	1	320	0	0	0	0	0	0
VYXB01016134.1	1	321	0	0	0	0	0	0
VYXB01016135.1	1	321	0	0	0	0	0	0
VYXB01016136.1	1	321	0	0	0	0	0	0
VYXB01016137.1	1	321	0	0	0	0	0	0
